currentData,speed
66298436,30840
66364136,174762
66416860,9594
66504296,14979
66594816,26214
66661976,7943
66736436,131072
66802300,12810
66872216,37449
66937916,47662
67034276,13443
67114576,20971
67184656,26214
67264956,12192
67367156,58254
67440156,52428
67548196,15420
67621196,32768
67704416,8594
67780336,32768
67830140,120693
67905896,10280
68002256,16912
68081096,104857
68173076,11650
68215580,6748
68289876,20971
68374556,10485
68444636,12192
68472540,6781
68542456,4194
68612536,104857
68708896,32768
68802336,104857
68857980,4187
68949796,10922
69030096,37449
69098716,13797
69181936,32768
69243420,3711
69323556,104857
69419916,104857
69516276,58254
69612636,13797
69693100,136266
69771776,27594
69866676,34952
69932376,37449
69998076,13443
70065236,18078
70078540,2748
70144076,13797
70231676,104857
70328036,13797
70408336,11155
70463980,175200
70529516,10699
70605436,11155
70681356,22795
70761656,20164
70849420,9902
70922256,104857
70977900,10220
71066796,7182
71195276,12787
71279956,30840
71357336,32768
71453696,15887
71548596,11650
71615756,30840
71685836,10082
71748780,5229
71833296,6990
71877260,186880
71951556,43690
72037696,12192
72107776,4854
72185156,74898
72262700,21985
72335536,11397
72407076,18724
72480076,11915
72553076,8065
72637756,15887
72648140,2920
72719516,11397
72776620,6370
72869896,13107
72945816,16384
73024656,11915
73097656,20164
73162060,12710
73248036,7489
73329796,13797
73426156,11397
73522516,22795
73618876,87381
73712316,17476
73740220,5496
73817436,17476
73893356,9709
73975116,104857
74068556,13797
74125660,204400
74194116,3318
74286096,104857
74382456,37449
74478816,30840
74511100,128480
74607296,24966
74683216,12192
74703820,3703
74781036,104857
74846736,14979
74924116,16912
74994196,11650
75078876,19418
75089260,2748
75157716,20164
75227796,21845
75297876,14979
75367956,10699
75433656,9892
75553376,14169
75621996,7182
75667420,78840
75760696,8456
75835156,10082
75906696,13797
75976776,11915
76052860,18867
76127156,20971
76194316,8322
76289216,30840
76365136,10082
76438300,8919
76508216,27594
76566780,9344
76648376,17476
76722836,13107
76810436,34952
76886356,24966
76952220,9618
77032356,7943
77100976,74898
77171056,14979
77252816,15887
77322896,37449
77337660,3270
77416336,11397
77466140,151840
77544816,24966
77635336,10280
77706876,131072
77787176,10485
77851580,32344
77931716,22795
78004716,13107
78089396,24966
78156556,131072
78237020,42048
78314236,11650
78387236,32768
78429740,21563
78499656,26214
78565356,15887
78664636,9198
78737636,104857
78815180,124586
78898236,16384
78979996,20971
79067596,22795
79142056,23831
79200620,52560
79271996,23831
79349376,27594
79442816,32768
79457580,5191
79543556,131072
79619476,15887
79689556,19418
79774236,21845
79843020,4017
79927536,22795
80020976,16384
80088136,104857
80184496,27594
80228460,146000
80312976,21845
80356940,157680
80439996,30840
80512996,131072
80600596,6721
80683816,104857
80742380,223456
80810836,21845
80907196,13797
80972896,10485
81047356,12787
81127820,6412
81207956,18724
81273656,11397
81370016,22795
81437176,16384
81514556,7182
81599236,23831
81664936,34952
81735016,16384
81802176,16384
81834460,11680
81899996,18078
81977376,10485
82056216,24966
82123376,19418
82193456,6808
82219900,81760
82307336,15887
82348380,7432
82415376,10280
82482536,19418
82578896,24966
82657736,7825
82726356,131072
82808116,10485
82904476,18078
82974556,14563
83050476,11397
83119260,19856
83187716,12787
83284076,14169
83311980,10220
83383356,14563
83462196,12192
83541036,6096
83608196,104857
83697420,51911
83768796,23831
83863696,6721
83960056,131072
84054956,15420
84148396,10699
84211340,14375
84288556,13443
84370316,8886
84440396,11915
84511936,11397
84592236,29127
84672536,13797
84761596,7489
84831676,13797
84906136,14979
84974756,20164
84982220,3504
85049216,20164
85130976,4161
85174940,112906
85262376,32768
85358736,52428
85455096,9709
85523716,11915
85560380,87600
85636136,8738
85714976,13443
85790896,13107
85860976,21845
85926676,8886
85945820,9733
86025956,7710
86074300,89546
86164656,16912
86246416,13107
86331096,10082
86398256,37449
86459740,15396
86529656,26214
86599736,13107
86666896,20164
86751576,16384
86821656,20164
86845180,9490
86926776,22795
86973660,9962
87061096,10699
87157456,12787
87265496,7598
87359100,6893
87445076,27594
87532676,104857
87620276,24966
87690356,26214
87744540,25696
87823216,14169
87897676,6808
87937260,93440
88026156,58254
88096236,47662
88192596,104857
88291876,8738
88322700,58400
88411596,52428
88487516,22795
88573656,22795
88651036,23831
88708140,12013
88778056,34952
88836620,46720
88913836,11915
88979536,30840
89056916,21845
89122616,5090
89217516,104857
89313876,7710
89410236,40329
89477396,19418
89554776,13107
89607500,15983
89674496,20164
89744576,9709
89816116,20971
89864460,7137
89932916,14979
90002996,13107
90071616,5698
90153376,104857
90249736,9362
90316896,24966
90385516,19418
90455596,16912
90525676,13797
90597216,10485
90635340,9883
90711096,11915
90792856,14169
90828060,198560
90900896,17476
90970976,20164
91041056,16912
91111136,11155
91207496,10922
91213500,1460
91283416,22795
91350576,10922
91429416,12192
91496576,34952
91569576,16912
91598940,8899
91667396,16384
91737476,7943
91851356,104857
91921436,7084
92011956,34952
92077656,7598
92157956,131072
92235336,9198
92321476,11155
92411996,14563
92479156,13107
92555076,12787
92626616,14979
92692316,24966
92762396,19418
92819500,13348
92890876,11155
92978476,9362
93074836,26214
93147836,37449
93204940,14753
93276316,13443
93358076,17476
93428156,14979
93509916,9039
93578536,6241
93590380,93440
93667596,20164
93718860,19671
93784396,14979
93860316,10922
93933316,15887
94003396,9039
94083696,19418
94104300,12578
94175676,13107
94241376,13443
94307076,20164
94372776,12192
94451616,12192
94489740,10332
94565496,7825
94618220,25028
94693976,9532
94764056,37449
94838516,22795
94905676,13443
94987436,15887
95003660,4672
95080876,20971
95150956,19418
95221036,9892
95296956,58254
95367036,13107
95454636,29127
95548076,13797
95628376,20164
95713056,15887
95810876,12483
95898476,15887
95968556,22795
96031500,36986
96105796,11650
96177336,26214
96247416,9198
96317496,34952
96394876,32768
96416940,2260
96482476,22795
96545420,18354
96656216,10699
96729216,14169
96813896,22795
96910256,47662
96930860,58400
97031436,26214
97101516,9709
97171596,23831
97263576,20971
97316300,11149
97384756,30840
97453376,12483
97509020,97333
97596456,7489
97666536,29127
97736616,52428
97824216,47662
97894460,128480
97967296,13443
98037376,52428
98103076,32768
98183376,11650
98263676,9362
98362956,8065
98408380,9928
98500196,6808
98565896,19418
98638896,30840
98716276,11915
98786356,5761
98882716,104857
98979076,11155
99073976,23831
99149896,12192
99179260,116800
99246256,4599
99326556,131072
99422916,20971
99504676,12192
99564700,22745
99628940,13574
99695936,23831
99766016,13443
99846316,6472
99912016,43690
99992316,12192
100014380,5309
100095976,9039
100164596,9198
100244896,9198
100333956,52428
100399820,23360
100468276,22795
100528300,10641
100593836,13797
100671216,17476
100754436,10699
100849336,18078
100913740,15017
100986576,15887
101082936,37449
101160316,26214
101236236,11915
101299180,15573
101386616,18724
101466916,10922
101558896,16912
101671316,7084
101744316,20971
101815856,14563
101877340,33742
101951636,9532
102030476,18078
102102016,10922
102198376,20164
102262780,9344
102332696,15420
102391260,15802
102478696,10699
102547316,131072
102631996,6026
102728356,47662
102776700,140160
102856836,23831
102925456,21845
103014516,10485
103086056,32768
103156136,18724
103232056,12192
103290620,124586
103373676,20164
103443756,14979
103540116,15420
103620416,14563
103676060,198560
103748896,11397
103835036,47662
103903656,8456
103979576,13797
104052576,13443
104148936,52428
104189980,10011
104259896,21845
104356256,5140
104452616,14563
104548976,20971
104645336,16912
104715416,131072
104805936,23831
104857600,83360
